,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,lat,lng,pca_x,pca_y,cluster
1067,Bronx,East Tremont,02 TWO FAMILY DWELLINGS                    ,1,3070,3,B2,2106 ARTHUR AVENUE,10457,2,0,2,2342,3162,1901,1,B2,550000,40.84966461,-73.89138434,-2.7850168880056017,0.03771503603427469,5
3266,Brooklyn,Bushwick,02 TWO FAMILY DWELLINGS                    ,1,3389,28,B2,1210 JEFFERSON AVENUE,11221,2,0,2,2000,2700,1910,1,B2,1340000,40.69085023,-73.91366177,-2.895880417436285,-0.14466942960623194,5
1852,Bronx,Westchester,02 TWO FAMILY DWELLINGS                    ,1,3848,115,B2,1360 HERSCHELL STREET,10461,2,0,2,2554,2694,1930,1,B2,455000,40.83717382,-73.84505036,-2.8705557199289715,0.0674354099197472,5
5448,Brooklyn,Old Mill Basin,22 STORE BUILDINGS                         ,4,7891,42,K4,4614 AVENUE N,11234,1,1,2,1950,2120,1920,4,K4,635000,40.61871254,-73.93025171,-3.931074603053253,0.0260679095908616,7
7550,Staten Island,Great Kills,01 ONE FAMILY DWELLINGS                    ,1,4478,414,A5,20 CROFT COURT,10306,1,0,1,688,2904,1988,1,A5,371589,40.5622696,-74.1399007,-4.4037033181657,-0.8792531755096873,6
718,Manhattan,Upper West Side (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1218,44,C1,136 WEST 88TH   STREET,10024,8,0,8,1812,4100,1900,2,C1,3045000,40.78820779,-73.97230113,3.5309391581306464,-2.4697545563884846,3
4764,Brooklyn,Flatlands,01 ONE FAMILY DWELLINGS                    ,1,7824,46,A5,4422 AVENUE K,11234,1,0,1,1824,2109,1925,1,A5,537500,40.62548655,-73.93262911,-4.208855917860498,-0.18269356411477666,7
5892,Brooklyn,Williamsburg-Central,02 TWO FAMILY DWELLINGS                    ,1,2231,14,B9,70 HEYWARD STREET,11206,2,0,2,2060,2565,1940,1,B9,1200000,40.70101738,-73.95706640000002,-2.945466724270473,-0.15112119971400514,8
3226,Brooklyn,Bushwick,02 TWO FAMILY DWELLINGS                    ,1,3294,14,B1,938 BUSHWICK AVENUE,11221,2,0,2,1857,2400,1901,1,B1,307821,40.69265166,-73.92379502,-3.1689631641807186,-0.6720551588503073,1
6279,Queens,Bayside,03 THREE FAMILY DWELLINGS                  ,1,6054,27,C0,29-07 BELL BOULEVARD,11360,3,0,3,1056,2007,1940,1,C0,870000,40.77503367,-73.77509909,-2.433224615765392,-1.7731561420621698,2
1537,Bronx,Mount Hope/Mount Eden,02 TWO FAMILY DWELLINGS                    ,1,2809,34,S2,1915 ANTHONY AVENUE,10457,2,1,3,2375,4832,1901,1,S2,575000,40.84911062,-73.90317547,-2.1534407564965377,0.6566013625354009,5
546,Manhattan,Murray Hill,14 RENTALS - 4-10 UNIT                     ,2A,888,46,S3,160 EAST 33RD   STREET,10016,3,1,4,625,2500,1910,2,S3,2350000,40.74528979,-73.97922205,-1.957487375218626,-1.4855062881148164,3
3975,Brooklyn,Cypress Hills,02 TWO FAMILY DWELLINGS                    ,1,3927,4,B2,181 LINWOOD STREET,11208,2,0,2,2147,2208,1910,1,B2,690000,40.68149194,-73.88407667,-3.079063978806124,-0.3675398163405842,5
7624,Staten Island,New Brighton,03 THREE FAMILY DWELLINGS                  ,1,35,7,C0,483 JERSEY STREET,10301,3,0,3,1620,3078,1920,1,C0,318345,40.63683752,-74.08607611,-2.11270818343826,-1.1585224788697663,9
4428,Brooklyn,Flatbush-Central,07 RENTALS - WALKUP APARTMENTS             ,2,5124,18,C1,2025 REGENT PLACE,11226,39,0,39,14075,40860,1922,2,C1,9450000,40.64605373,-73.9594797,46.895801256124365,4.836810440608642,6
3508,Brooklyn,Canarsie,02 TWO FAMILY DWELLINGS                    ,1,8171,163,B1,664 EAST 103 STREET,11236,2,0,2,2858,3212,1999,1,B1,675000,40.64835033,-73.89821103,-2.694986106316545,0.6014244002884066,7
1876,Bronx,Westchester,07 RENTALS - WALKUP APARTMENTS             ,2A,3999,10,C3,1718 SEDDON STREET,10461,4,0,4,2589,3520,1926,2,C3,56000,40.84155798,-73.85016273,-0.7777853978438669,-0.8083637151044797,5
431,Manhattan,Harlem-West,07 RENTALS - WALKUP APARTMENTS             ,2,2070,47,C1,526 WEST 139TH STREET,10031,21,0,21,4996,17265,1910,2,C1,6800000,40.82198275,-73.95173236,20.820795132112416,-1.397130366415121,8
2410,Brooklyn,Bedford Stuyvesant,02 TWO FAMILY DWELLINGS                    ,1,1953,32,B3,170 CLIFTON PLACE,11238,2,0,2,1728,2430,1899,1,B3,1425000,40.68833662,-73.95782743,-3.015691161127315,-0.43649095283120937,3
3875,Brooklyn,Crown Heights,03 THREE FAMILY DWELLINGS                  ,1,1259,121,C0,608 LINCOLN PLACE,11216,3,0,3,1748,2634,1899,1,C0,1250000,40.67123492,-73.95641755,-2.018848607643411,-0.927151869473292,8
3727,Brooklyn,Coney Island,21 OFFICE BUILDINGS                        ,4,7062,1,O2,2909 WEST 17TH,11224,0,4,4,5890,23200,1927,4,O2,3762234,40.57647826,-73.98468527,2.3591480265707188,11.403895556021002,2
1783,Bronx,Throgs Neck,02 TWO FAMILY DWELLINGS                    ,1,5487,67,B2,539 ELLSWORTH,10465,2,0,2,3917,3990,1930,1,B2,366054,40.82576953,-73.8152082,-2.1972992045705584,1.5682715568072845,11
7190,Queens,Ridgewood,02 TWO FAMILY DWELLINGS                    ,1,3439,20,B2,1816 GROVE STREET,11385,2,0,2,1658,1760,1910,1,B2,650000,40.70438675,-73.90956296,-3.32417292781134,-0.9219067934927602,5
449,Manhattan,Javits Center,07 RENTALS - WALKUP APARTMENTS             ,2B,736,39,C7,406 WEST 39TH STREET,10018,9,1,10,2469,7720,1900,2,C7,4840000,40.75671679,-73.99454463,6.055769366157764,-0.7246639077299464,9
4650,Brooklyn,Flatbush-Lefferts Garden,03 THREE FAMILY DWELLINGS                  ,1,5043,50,C0,562 ROGERS AVENUE,11225,3,0,3,1558,2964,1910,1,C0,10,40.65810878,-73.95329878,-2.204986313763383,-1.350471371035208,11
5131,Brooklyn,Midwood,02 TWO FAMILY DWELLINGS                    ,1,6726,76,B3,1133 EAST 15 STREET,11230,2,0,2,1269,1352,1901,1,B3,810000,40.62191884,-73.96072794,-3.5129825913861716,-1.3299092012446443,6
7695,Staten Island,South Beach,01 ONE FAMILY DWELLINGS                    ,1,3412,53,A9,90 MC LAUGHLIN STREET,10305,1,0,1,850,1680,1989,1,A9,302100,40.58926104,-74.07271035,-4.657207440540418,-1.137326594089323,1
2981,Brooklyn,Borough Park,03 THREE FAMILY DWELLINGS                  ,1,5623,58,C0,1349 47TH   STREET,11219,3,0,3,2000,3720,1965,1,C0,1675000,40.63540296,-73.98966877,-1.6613440733273777,-0.20276406943742184,6
2442,Brooklyn,Bedford Stuyvesant,03 THREE FAMILY DWELLINGS                  ,1,1640,73,C0,569 MADISON STREET,11221,3,0,3,2000,3600,1901,1,C0,7923,40.68656437,-73.93457629,-1.919433926518951,-0.7945545371421013,8
4673,Brooklyn,Flatbush-North,02 TWO FAMILY DWELLINGS                    ,1,4623,18,B1,60 EAST 54TH STREET,11203,2,0,2,1325,1584,1935,1,B1,395000,40.65773129,-73.92714891,-3.521821628036013,-1.3077986399732875,11
1055,Bronx,Crotona Park,03 THREE FAMILY DWELLINGS                  ,1,2936,144,C0,1425 CROTONA AVENUE,10456,3,0,3,2015,3231,2002,1,C0,615000,40.83440497,-73.89813633,-1.9306165630978325,-0.6233218461585341,5
368,Manhattan,Harlem-East,08 RENTALS - ELEVATOR APARTMENTS           ,2,1643,70,D7,104 EAST 116TH STREET,10029,29,1,30,3759,14546,1900,2,D7,7300000,40.79914186,-73.94292159,27.928611749047217,-7.169314898291441,3
6060,Brooklyn,Wyckoff Heights,03 THREE FAMILY DWELLINGS                  ,1,3302,32,C0,234 ST. NICHOLAS AVENUE,11237,3,0,3,1800,2700,1920,1,C0,500000,40.70294192,-73.91394693,-2.1167515950254496,-1.0707509784600835,0
324,Manhattan,Harlem-East,07 RENTALS - WALKUP APARTMENTS             ,2,1661,16,C1,233 EAST 111TH STREET,10029,16,0,16,2523,6592,1900,2,C1,3425000,40.79419219,-73.94093045,12.178352608343598,-5.139373263591722,4
1956,Bronx,Williamsbridge,14 RENTALS - 4-10 UNIT                     ,2B,4667,46,S5,3800 WHITE PLAINS ROAD,10467,6,1,7,2700,6000,1928,2,S5,1081762,40.88365028,-73.86267364,2.18537093649594,-0.6088682739514519,0
4083,Brooklyn,Dyker Heights,02 TWO FAMILY DWELLINGS                    ,1,5775,15,B1,1332 OVINGTON AVE,11219,2,0,2,1875,2375,1925,1,B1,1280000,40.62359782,-74.0026057,-3.0343231906067007,-0.3522840748702936,6
4042,Brooklyn,Cypress Hills,07 RENTALS - WALKUP APARTMENTS             ,2A,3932,5,C2,127 MILLER AVE,11207,6,0,6,2500,4077,1926,2,C2,985000,40.67826085,-73.89262719,1.3999423533701096,-1.4693640784127149,5
5655,Brooklyn,Red Hook,07 RENTALS - WALKUP APARTMENTS             ,2A,587,22,C3,77 DIKEMAN STREET,11231,4,0,4,2500,4000,1931,2,C3,400000,40.67610254,-74.01260761,-0.6601208204041671,-0.6290537166278621,8
2475,Brooklyn,Bedford Stuyvesant,03 THREE FAMILY DWELLINGS                  ,1,1765,35,C0,208 NOSTRAND AVENUE,11205,3,0,3,2000,2880,1910,1,C0,1050000,40.69307246,-73.95213483,-1.923806293088387,-0.6929003852250926,4
2723,Brooklyn,Bensonhurst,03 THREE FAMILY DWELLINGS                  ,1,6215,28,C0,1754 74TH STREET,11204,3,0,3,2000,2492,1940,1,C0,990000,40.61460205,-73.99643617,-2.0535426936697228,-0.8035384167010984,6
76,Manhattan,East Village,07 RENTALS - WALKUP APARTMENTS             ,2,449,18,C7,58 ST MARKS PLACE,10003,19,1,20,2437,10905,1900,2,C7,12326000,40.72807879,-73.98654249,17.752063235898138,-2.703755562183552,8
500,Manhattan,Midtown,21 OFFICE BUILDINGS                        ,4,1287,10,O2,11 EAST 51ST   STREET,10022,0,1,1,2761,13349,1915,4,O2,30000000,40.75875919,-73.97572912,2.7665109526182987,13.438383101929462,3
5899,Brooklyn,Williamsburg-Central,03 THREE FAMILY DWELLINGS                  ,1,2208,3,C0,11 HARRISON AVENUE,11211,3,0,3,1540,2800,1915,1,C0,496860,40.70641289,-73.95410244,-2.1620482740080798,-1.2612659237027093,3
4283,Brooklyn,East New York,03 THREE FAMILY DWELLINGS                  ,1,4237,24,C0,560 LINCOLN AVENUE,11208,3,0,3,2950,4200,1930,1,C0,610950,40.67554757,-73.86722648,-1.4316915270969952,0.38304796908858657,1
6111,Queens,Astoria,02 TWO FAMILY DWELLINGS                    ,1,565,19,B1,23-38 33RD   AVENUE,11106,2,0,2,1622,1980,1930,1,B1,1299000,40.76320266,-73.92971816,-3.175823820305544,-0.6718512715497142,4
7431,Queens,Woodhaven,02 TWO FAMILY DWELLINGS                    ,1,8905,23,B2,87-14 77TH   STREET,11421,2,0,2,2000,2080,1901,1,B2,640000,40.6906161,-73.86451875,-3.1533504892335373,-0.5516789554415173,7
7141,Queens,Richmond Hill,02 TWO FAMILY DWELLINGS                    ,1,9437,8,S2,119-16 94TH AVENUE,11419,2,1,3,1800,3300,1910,1,S2,310000,40.69384498,-73.82713601,-2.7573901432960306,-0.3628510266607936,2
4499,Brooklyn,Flatbush-East,02 TWO FAMILY DWELLINGS                    ,1,4771,9,B1,5022 CLARENDON ROAD,11203,2,0,2,2550,2560,1935,1,B1,610000,40.64443852,-73.92879847,-2.913054625017017,0.07247884029873956,11
2409,Brooklyn,Bedford Stuyvesant,02 TWO FAMILY DWELLINGS                    ,1,1953,29,B3,166 CLIFTON PLACE,11238,2,0,2,1746,2430,1899,1,B3,1588000,40.68832859,-73.95795793,-2.984214701209599,-0.3726282394717023,3
1629,Bronx,Schuylerville/Pelham Bay,02 TWO FAMILY DWELLINGS                    ,1,5347,54,B2,1317 BALCOM AVE,10461,2,0,2,1750,2448,1920,1,B2,641000,40.83629097,-73.8366825,-3.1206469188072177,-0.6292374059418555,6
1899,Bronx,Williamsbridge,02 TWO FAMILY DWELLINGS                    ,1,4685,60,B1,956 EAST 215 STREET,10469,2,0,2,2945,3099,1960,1,B1,607500,40.87832926,-73.85655889,-2.647229098074864,0.5883326041168031,1
524,Manhattan,Midtown West,21 OFFICE BUILDINGS                        ,4,1037,109,O5,353 WEST 46TH   STREET,10036,1,2,3,1968,4043,1920,4,O5,8171775,40.76064019,-73.98988242,-1.9990924225318307,2.965149760491605,9
689,Manhattan,Upper West Side (59-79),07 RENTALS - WALKUP APARTMENTS             ,2B,1150,121,C5,123 WEST 78TH STREET,10024,7,0,7,1635,3636,1910,2,C5,5500000,40.78172621,-73.97700898,2.7881666466502537,-1.4966456418139376,3
4510,Brooklyn,Flatbush-East,02 TWO FAMILY DWELLINGS                    ,1,4887,45,B9,971 NEW YORK AVENUE,11203,2,0,2,2000,2205,1910,1,B9,832000,40.64956374,-73.94648761,-3.101590898919839,-0.44773877300533305,11
6049,Brooklyn,Wyckoff Heights,02 TWO FAMILY DWELLINGS                    ,1,3345,28,S2,1546 MYRTLE AVENUE,11237,2,1,3,1800,2500,1928,1,S2,1980000,40.69945956,-73.91178802,-2.6811115901842677,-0.08848542882911704,5
7045,Queens,Ozone Park,02 TWO FAMILY DWELLINGS                    ,1,9155,1,B2,90-02 107TH AVENUE,11417,2,0,2,1858,2136,1930,1,B2,630000,40.67826971,-73.84774657,-3.199693502453536,-0.6311521434415073,7
3502,Brooklyn,Canarsie,02 TWO FAMILY DWELLINGS                    ,1,8115,50,B1,686 EAST 98 STREET,11236,2,0,2,2000,2208,1925,1,B1,600000,40.652976,-73.90959289,-3.1470660638775585,-0.5039279715791166,7
2519,Brooklyn,Bedford Stuyvesant,03 THREE FAMILY DWELLINGS                  ,1,1841,18,C0,398A HANCOCK STREET,11216,3,0,3,1917,4036,1899,1,C0,1300000,40.683622,-73.93980361,-1.6296934518961483,-0.3451648496494221,9
6646,Queens,Flushing-South,01 ONE FAMILY DWELLINGS                    ,1,6640,42,A5,144-23 69TH ROAD,11367,1,0,1,1900,2768,1940,1,A5,965000,40.73098486,-73.82290033,-3.954954600566311,0.22215557489233664,2
5710,Brooklyn,Sheepshead Bay,02 TWO FAMILY DWELLINGS                    ,1,7469,38,B9,4702 BEDFORD AVENUE,11235,2,0,2,2835,3176,1960,1,B9,1175000,40.5869273,-73.94420562,-2.618331657065496,0.6873549633601098,7
3958,Brooklyn,Cypress Hills,01 ONE FAMILY DWELLINGS                    ,1,3661,40,S1,2683 FULTON STREET,11207,1,1,2,1000,1840,1910,1,S1,10,40.67746935,-73.89560598,-4.353391176641315,-1.048122120205991,0
7239,Queens,Ridgewood,07 RENTALS - WALKUP APARTMENTS             ,2A,3383,14,C3,551 FAIRVIEW AVENUE,11385,4,0,4,2375,3250,1917,2,C3,250000,40.70813231,-73.90812576,-0.8882199699952531,-1.0192703651801929,1
2482,Brooklyn,Bedford Stuyvesant,03 THREE FAMILY DWELLINGS                  ,1,1772,28,C0,182 HART STREET,11206,3,0,3,2000,3360,1910,1,C0,1100000,40.69362862,-73.94441815,-1.8023203711264175,-0.532003682585011,3
3439,Brooklyn,Bushwick,14 RENTALS - 4-10 UNIT                     ,2A,3154,29,S4,14 WILSON AVE,11237,4,1,5,2500,4500,1931,2,S4,2500000,40.70343734,-73.93068473,0.0226719834835628,0.2278997471707846,5
1175,Bronx,Hunts Point,02 TWO FAMILY DWELLINGS                    ,1,2762,113,B1,829 BRYANT AVENUE,10474,2,0,2,2033,2380,2000,1,B1,500000,40.81792099,-73.88645778,-3.122521914642624,-0.3872395218917917,1
6620,Queens,Flushing-North,03 THREE FAMILY DWELLINGS                  ,1,5603,28,C0,46-68 192ND   STREET,11358,3,0,3,1260,1944,1950,1,C0,988000,40.75165687,-73.78884075,-2.380439057218228,-1.5787324735067636,11
7623,Staten Island,New Brighton,02 TWO FAMILY DWELLINGS                    ,1,111,24,B9,37 TRUMBULL PLACE,10301,2,0,2,1222,1763,2004,1,B9,15000,40.63480411,-74.08990972,-3.6033650296902873,-1.391422092802593,9
976,Bronx,Bronxdale,02 TWO FAMILY DWELLINGS                    ,1,4543,48,B2,3007 BARKER AVENUE,10467,2,0,2,2127,2780,1930,1,B2,426400,40.86980807,-73.86932928,-2.968214534136107,-0.26937743966777555,0
4678,Brooklyn,Flatbush-North,02 TWO FAMILY DWELLINGS                    ,1,4632,48,S2,1141 CLARKSON AVENUE,11212,2,1,3,1758,5537,1910,1,S2,247000,40.66083679,-73.9205957,-2.2523419783498357,0.2645936885146178,6
7458,Queens,Woodhaven,07 RENTALS - WALKUP APARTMENTS             ,2A,9181,57,C3,86-07 101 STREET,11418,4,0,4,2502,3000,1931,2,C3,650000,40.69575703,-73.84670256,-0.8587984131217204,-0.8586645695848675,7
6116,Queens,Astoria,02 TWO FAMILY DWELLINGS                    ,1,625,51,B1,30-14 34TH   STREET,11103,2,0,2,1940,3204,1901,1,B1,850000,40.76535615,-73.91936723,-2.854247841189832,-0.19482161090982889,4
4677,Brooklyn,Flatbush-North,02 TWO FAMILY DWELLINGS                    ,1,4631,53,S2,1111 CLARKSON AVENUE,11212,2,1,3,2000,2515,1910,1,S2,480000,40.66031479,-73.92142926,-2.8616337665027687,-0.3834082689613189,5
7298,Queens,Ridgewood,14 RENTALS - 4-10 UNIT                     ,2A,3556,53,S4,11-10 CYPRESS AVENUE,11385,4,1,5,2500,2750,1927,2,S4,999000,40.6960859,-73.89981276,-0.6351079950356635,-0.7585846436237662,5
3147,Brooklyn,Brownsville,03 THREE FAMILY DWELLINGS                  ,1,3586,45,C0,764 HOPKINSON AVENUE,11212,3,0,3,1500,3000,1901,1,C0,757500,40.66179005,-73.91167727,-2.0864896945323728,-1.1689025208076498,1
3739,Brooklyn,Crown Heights,01 ONE FAMILY DWELLINGS                    ,1,1233,21,A4,740 PROSPECT PLACE,11216,1,0,1,1458,1954,1935,1,A4,880000,40.67437656,-73.95199253,-4.288620771743329,-0.4219565105171732,8
1734,Bronx,Soundview,03 THREE FAMILY DWELLINGS                  ,1,3870,23,C0,1346 METCALF AVENUE,10472,3,0,3,1732,2764,1965,1,C0,505000,40.83339142,-73.87343715,-2.1207945058637723,-1.0661207110214788,5
1406,Bronx,Morrisania/Longwood,03 THREE FAMILY DWELLINGS                  ,1,2691,108,C0,1039 HALL PLACE,10459,3,0,3,2963,3096,1910,1,C0,440000,40.82456129999999,-73.89784642,-1.6779221615413429,-0.007829384687616904,5
2479,Brooklyn,Bedford Stuyvesant,03 THREE FAMILY DWELLINGS                  ,1,1767,42,C0,158 TOMPKINS AVENUE,11206,3,0,3,1600,1800,1931,1,C0,940000,40.69375591,-73.94602797,-2.320957285845,-1.3691030331058094,3
5876,Brooklyn,Sunset Park,08 RENTALS - ELEVATOR APARTMENTS           ,2,816,42,D5,5314 6 AVENUE,11220,45,0,45,10017,45800,1928,2,D5,11030921,40.64178102,-74.01021517,53.0219355568196,0.34395996294589604,8
3120,Brooklyn,Brooklyn Heights,35 INDOOR PUBLIC AND CULTURAL FACILITIES   ,4,239,16,P8,280 CADMAN PLAZA WEST,11201,0,1,1,25477,30396,1960,4,P8,1,40.69568937,-73.99103692,8.31214113255331,28.56206020939532,4
6464,Queens,Elmhurst,02 TWO FAMILY DWELLINGS                    ,1,2467,261,B1,79-19 CALAMUS AVE,11373,2,0,2,1292,1978,1950,1,B1,692410,40.73407448,-73.88609869,-3.385040274910088,-1.1127023250047503,8
4915,Brooklyn,Gravesend,03 THREE FAMILY DWELLINGS                  ,1,6655,49,C0,1757 WEST 2 STREET,11223,3,0,3,2080,3384,1925,1,C0,1360000,40.60497281,-73.97521539,-1.7548452719714454,-0.3680970024274373,2
6929,Queens,Maspeth,01 ONE FAMILY DWELLINGS                    ,1,2410,4,A5,52-27 66TH   STREET,11378,1,0,1,1848,2478,1940,1,A5,880000,40.73281041,-73.89907432,-4.0486013973855695,0.066310145125805,8
1232,Bronx,Kingsbridge/Jerome Park,02 TWO FAMILY DWELLINGS                    ,1,3263,166,B1,112 VAN CORTLANDT AVE W,10463,2,0,2,1660,1782,1941,1,B1,500000,40.88436526,-73.89370197,-3.326155595336165,-0.9293058836035764,5
2109,Brooklyn,Bay Ridge,03 THREE FAMILY DWELLINGS                  ,1,5959,76,C0,217 78TH   STREET,11209,3,0,3,1875,3396,1910,1,C0,1437500,40.62980404,-74.03074492,-1.7826730057129891,-0.5235373562716822,6
6352,Queens,Corona,02 TWO FAMILY DWELLINGS                    ,1,1882,65,B2,47-19 98TH   PLACE,11368,2,0,2,1059,1410,1920,1,B2,495000,40.74449181,-73.86409842,-3.600581541552438,-1.5645873263966297,9
3702,Brooklyn,Cobble Hill-West,02 TWO FAMILY DWELLINGS                    ,1,353,7,S2,273 COLUMBIA STREET,11231,2,1,3,1700,2320,1931,1,S2,2100000,40.68277031,-74.00374135,-2.733387353303641,-0.18677988057215625,4
7697,Staten Island,South Beach,02 TWO FAMILY DWELLINGS                    ,1,3348,34,B2,76 QUINTARD STREET,10305,2,0,2,1430,1584,1996,1,B2,560037,40.59514157,-74.08361945,-3.5022541225514305,-1.1169560060229538,1
1755,Bronx,Soundview,07 RENTALS - WALKUP APARTMENTS             ,2A,3747,67,C3,1121 FTELEY AVENUE,10472,4,0,4,2500,3200,1928,2,C3,435000,40.82771099,-73.87122775,-0.8199663168302942,-0.864248570142194,5
4487,Brooklyn,Flatbush-East,01 ONE FAMILY DWELLINGS                    ,1,7618,12,S1,1808 FLATBUSH AVENUE,11210,1,1,2,1886,2090,1931,1,S1,550000,40.62570999,-73.94023503,-3.9739750699028775,-0.052044487644023585,2
3421,Brooklyn,Bushwick,07 RENTALS - WALKUP APARTMENTS             ,2,3368,28,C1,1120 MADISON STREET,11221,16,0,16,8000,13024,1906,2,C1,2300000,40.69223347,-73.91582742,15.039511964744156,1.0393672638764255,5
3022,Brooklyn,Borough Park,07 RENTALS - WALKUP APARTMENTS             ,2A,5512,72,C3,1813 60TH   STREET,11204,4,0,4,2003,2800,1931,2,C3,1350000,40.62180995,-73.98686589,-0.941428704311137,-1.123780264498544,6
4838,Brooklyn,Gowanus,02 TWO FAMILY DWELLINGS                    ,1,997,60,B3,191 8TH STREET,11215,2,0,2,1675,1920,1901,1,B3,1650000,40.67135774,-73.98904031,-3.1177973183920513,-0.5663083842271865,4
5092,Brooklyn,Manhattan Beach,01 ONE FAMILY DWELLINGS                    ,1,8742,38,A1,267 DOVER STREET,11235,1,0,1,4000,5332,1997,1,A1,2450000,40.57563201,-73.94881503,-2.568666731863073,3.243173951060891,2
5910,Brooklyn,Williamsburg-East,01 ONE FAMILY DWELLINGS                    ,1,2782,12,A9,150 POWERS STREET,11211,1,0,1,750,1080,1910,1,A9,1194000,40.71223655,-73.94499771,-4.624584849985877,-1.2037553222198971,5
7399,Queens,Sunnyside,07 RENTALS - WALKUP APARTMENTS             ,2A,2291,45,C2,4840 48TH STREET,11377,6,0,6,2500,3960,1928,2,C2,100000,40.73794603,-73.91787707,1.2399218637737963,-1.7674000468923188,8
6687,Queens,Fresh Meadows,01 ONE FAMILY DWELLINGS                    ,1,7150,44,A5,69-47 197TH STREET,11365,1,0,1,1680,1925,1946,1,A5,670000,40.73615885,-73.77538296,-4.268321869356813,-0.3011796116707425,11
5090,Brooklyn,Manhattan Beach,01 ONE FAMILY DWELLINGS                    ,1,8727,38,A1,67 AMHERST STREET,11235,1,0,1,4000,4730,1920,1,A1,2267500,40.58012259,-73.95247637,-2.6999171568058804,2.9389382720082544,7
3435,Brooklyn,Bushwick,07 RENTALS - WALKUP APARTMENTS             ,2A,3441,32,C2,636 WILSON AVENUE,11207,6,0,6,2500,4875,1906,2,C2,858000,40.68908984,-73.9054057,1.5810805844479223,-1.2816540658441622,1
1340,Bronx,Morris Park/Van Nest,03 THREE FAMILY DWELLINGS                  ,1,4054,73,C0,1815 MATTHEWS AVE,10462,3,0,3,2090,2702,1970,1,C0,570000,40.84673508,-73.86195273,-2.024599283510394,-0.7633055249865345,5
