,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,lat,lng,pca_x,pca_y,cluster
5842,Brooklyn,Sunset Park,03 THREE FAMILY DWELLINGS                  ,1,855,50,C0,465 59TH   STREET,11220,3,0,3,2003,2700,1899,1,C0,1375000,40.64041507,-74.01607616,-1.9143737679467219,-0.6570540819767036,9
6171,Queens,Astoria,03 THREE FAMILY DWELLINGS                  ,1,772,28,C0,20-21 46TH STREET,11105,3,0,3,2600,2836,1959,1,C0,1600000,40.77341669,-73.89864283,-1.6886570810650738,0.0005759578771597712,4
2369,Brooklyn,Bedford Stuyvesant,02 TWO FAMILY DWELLINGS                    ,1,1822,13,B3,138 MADISON STREET,11216,2,0,2,1550,2480,1905,1,B3,2175000,40.68435862,-73.95351732,-2.9365852660760687,-0.3393641452606159,3
3952,Brooklyn,Crown Heights,14 RENTALS - 4-10 UNIT                     ,2A,1262,4,S9,788 LINCOLN PLACE,11216,2,3,5,2500,6650,1910,2,S9,1300000,40.6706945,-73.95026445,-1.1609489102892898,1.6884159945838044,8
3622,Brooklyn,Clinton Hill,01 ONE FAMILY DWELLINGS                    ,1,1904,57,A4,155 WILLOUGHBY AVE,11205,1,0,1,1190,2520,1901,1,A4,2695000,40.69183141,-73.96593318,-3.914926954140928,0.04269381191071766,3
4114,Brooklyn,Dyker Heights,07 RENTALS - WALKUP APARTMENTS             ,2A,5759,34,C2,1168 66TH   STREET,11219,6,0,6,2000,4800,1920,2,C2,495000,40.62699909,-74.00491585,1.3489070229398243,-1.816704446088931,6
4812,Brooklyn,Fort Greene,03 THREE FAMILY DWELLINGS                  ,1,2121,5,C0,357 ADELPHI STREET,11238,3,0,3,2100,3780,1910,1,C0,888000,40.68668284,-73.97054837,-1.7092915744434585,-0.3843715180344865,9
6183,Queens,Astoria,07 RENTALS - WALKUP APARTMENTS             ,2A,516,31,C4,30-43 12TH STREET,11102,4,0,4,2950,3006,1910,2,C4,1300000,40.77040162,-73.93210909,-0.5977383895058491,-0.30499835290269217,4
622,Manhattan,Upper East Side (59-79),22 STORE BUILDINGS                         ,4,1412,53,K4,1115 LEXINGTON AVENUE,10075,4,2,6,1443,5472,1910,4,K4,52500,40.77403788,-73.95952394,-0.1939904322887516,-1.0306935517467162,3
14,Manhattan,Chelsea,02 TWO FAMILY DWELLINGS                    ,1,769,49,S2,218 WEST 20TH   STREET,10011,2,1,3,2150,4978,1920,1,S2,7750000,40.74262181,-73.99802297,-1.045956238645096,2.6819146246238925,4
4681,Brooklyn,Flatbush-North,02 TWO FAMILY DWELLINGS                    ,1,4663,54,B1,27 EAST 57TH STREET,11203,2,0,2,1190,2352,1940,1,B1,540000,40.65557697,-73.92396669,-3.3577526959506807,-1.1387735199456779,0
1568,Bronx,Parkchester,02 TWO FAMILY DWELLINGS                    ,1,3915,37,B2,1471 ST LAWRENCE AVENUE,10460,2,0,2,2375,3280,1899,1,B2,510000,40.837067299999994,-73.86823628,-2.756489919788593,0.08681739892446236,5
5761,Brooklyn,Sunset Park,02 TWO FAMILY DWELLINGS                    ,1,732,62,B9,743 44TH   STREET,11220,2,0,2,2003,2280,1930,1,B9,1290000,40.64516001,-74.00130585,-3.0177596295225646,-0.2670744315578125,8
5316,Brooklyn,Ocean Hill,07 RENTALS - WALKUP APARTMENTS             ,2A,1527,37,C3,314 SUMPTER STREET,11233,4,0,4,2500,3601,1924,2,C3,1000000,40.68092159,-73.91161702,-0.6569454716324735,-0.5778880092238652,9
6215,Queens,Astoria,07 RENTALS - WALKUP APARTMENTS             ,2A,838,19,C3,25-09 29TH   STREET,11102,4,0,4,1967,2290,1931,2,C3,1250000,40.77078998,-73.9190102,-1.063723888660424,-1.3375985801257109,4
3136,Brooklyn,Brownsville,02 TWO FAMILY DWELLINGS                    ,1,3596,35,B2,66 RIVERDALE AVENUE,11212,2,0,2,1000,1880,1930,1,B2,302478,40.6601217,-73.91441662,-3.555866650376478,-1.5203503794499484,1
1169,Bronx,Highbridge/Morris Heights,08 RENTALS - ELEVATOR APARTMENTS           ,2,2877,516,D1,226 WEST TREMONT AVENUE,10453,49,0,49,11000,54000,1932,2,D1,6300000,40.85204732,-73.91732635,58.40439007795087,0.17596918540641351,0
5686,Brooklyn,Sheepshead Bay,02 TWO FAMILY DWELLINGS                    ,1,7381,172,B3,2279 EAST 21ST STREET,11229,2,0,2,1800,1890,1960,1,B3,860000,40.59680867,-73.94983539,-3.2634293884880003,-0.6590904611693749,2
6392,Queens,Corona,03 THREE FAMILY DWELLINGS                  ,1,1999,148,C0,108-47 44TH AVENUE,11368,3,0,3,1800,2322,1965,1,C0,535000,40.7486097,-73.85565209,-2.217727763407403,-1.1365160843706543,3
6158,Queens,Astoria,03 THREE FAMILY DWELLINGS                  ,1,695,5,C0,30-89 42ND   STREET,11103,3,0,3,1640,2000,1920,1,C0,1475000,40.7608578,-73.91521891,-2.1588827266170516,-1.123477629001484,4
4987,Brooklyn,Greenpoint,03 THREE FAMILY DWELLINGS                  ,1,2683,15,C0,43 NEWELL STREET,11222,3,0,3,2800,2850,1915,1,C0,1865000,40.72402123,-73.94697028,-1.5704626323427988,0.2126459776673227,9
769,Manhattan,Washington Heights Upper,07 RENTALS - WALKUP APARTMENTS             ,2,2154,8,C1,570 WEST 182 STREET,10033,25,0,25,5250,18350,1909,2,C1,7900000,40.84957675,-73.93266497,25.230079533155656,-2.5929718184241533,8
3485,Brooklyn,Canarsie,02 TWO FAMILY DWELLINGS                    ,1,8073,31,B9,1333 EAST 80TH STREET,11236,2,0,2,2240,2560,1960,1,B9,599000,40.62930501,-73.90387072,-3.018950959451949,-0.1677030831814335,2
1944,Bronx,Williamsbridge,07 RENTALS - WALKUP APARTMENTS             ,2A,4659,11,C3,736 EAST 211TH STREET,10467,4,0,4,2381,3540,1915,2,C3,599000,40.87746755,-73.864094,-0.7308794412549471,-0.8212301721261064,11
468,Manhattan,Lower East Side,07 RENTALS - WALKUP APARTMENTS             ,2B,344,43,C1,118 RIDGE STREET,10002,10,0,10,2125,9990,1900,2,C1,9600000,40.71903842,-73.9831201,8.011337845934055,0.5141133317487375,3
4133,Brooklyn,East New York,02 TWO FAMILY DWELLINGS                    ,1,3752,40,S2,579 SUTTER,11207,2,1,3,1360,2820,1935,1,S2,700000,40.66905533,-73.89753516,-2.946525415994884,-0.7356981353704658,1
7255,Queens,Ridgewood,07 RENTALS - WALKUP APARTMENTS             ,2A,3437,48,C2,17-27 MENAHAN STREET,11385,6,0,6,2500,4875,1930,2,C2,1480000,40.70413107,-73.91113214,1.672415414710694,-1.0740696347418022,5
5095,Brooklyn,Marine Park,01 ONE FAMILY DWELLINGS                    ,1,7671,3,A5,1362 EAST 36TH STREET,11234,1,0,1,1600,1771,1940,1,A5,650000,40.61875008,-73.93955554,-4.3424941793903935,-0.4251577458773716,2
2033,Brooklyn,Bay Ridge,01 ONE FAMILY DWELLINGS                    ,1,6109,33,A5,526 92ND   STREET,11209,1,0,1,1253,1272,1925,1,A5,531989,40.6174903,-74.02858491,-4.5664130567972565,-0.9127092810139202,11
4364,Brooklyn,Flatbush-Central,01 ONE FAMILY DWELLINGS                    ,1,5101,24,A9,216 EAST 21ST STREET,11226,1,0,1,2475,2544,1930,1,A9,1370000,40.64911641,-73.95980519,-3.784682215486405,0.7459399069274711,6
1138,Bronx,Highbridge/Morris Heights,02 TWO FAMILY DWELLINGS                    ,1,2865,176,B1,28 WEST 174TH STREET,10453,2,0,2,2500,3084,1920,1,B1,240000,40.846563700000004,-73.91475349,-2.8185876970114285,0.0691572792374264,0
4669,Brooklyn,Flatbush-North,02 TWO FAMILY DWELLINGS                    ,1,1326,20,B1,606 EMPIRE BLVD,11213,2,0,2,3330,5184,1930,1,B1,1410000,40.66398758,-73.94207356,-1.9358714527708458,1.7556194346303662,8
6699,Queens,Glendale,02 TWO FAMILY DWELLINGS                    ,1,3598,16,B1,74-37 64TH   PLACE,11385,2,0,2,2000,2750,1901,1,B1,775000,40.69925196,-73.89124537,-2.970252745644647,-0.3068830812477171,1
2156,Brooklyn,Bedford Stuyvesant,01 ONE FAMILY DWELLINGS                    ,1,1769,34,A9,702 WILLOUGHBY AVENUE,11206,1,0,1,1383,1458,2002,1,A9,645000,40.69476563,-73.94111991,-4.496514974963599,-0.6476813359092012,8
4961,Brooklyn,Greenpoint,02 TWO FAMILY DWELLINGS                    ,1,2569,81,B9,99 OAK STREET,11222,2,0,2,2000,2400,1899,1,B9,1785000,40.72780441,-73.95681673,-2.880565780387644,-0.11079075964743927,1
6774,Queens,Howard Beach,03 THREE FAMILY DWELLINGS                  ,1,14182,92,C0,102-16 159 ROAD,11414,3,0,3,1800,1908,1910,1,C0,535000,40.65977064,-73.83067654,-2.304674236376142,-1.311631607805877,10
2984,Brooklyn,Borough Park,03 THREE FAMILY DWELLINGS                  ,1,5626,28,C0,4718 FORT HAMILTON PARKWA,11219,3,0,3,1960,3240,1910,1,C0,1325000,40.63898056,-73.99676839,-1.813526513878789,-0.5343654994197656,11
3146,Brooklyn,Brownsville,03 THREE FAMILY DWELLINGS                  ,1,3583,32,C0,88 LIVONIA AVENUE,11212,3,0,3,2003,3360,1930,1,C0,580000,40.661612700000006,-73.91493651,-1.9031229210329903,-0.6690892661038328,1
122,Manhattan,Greenwich Village-Central,08 RENTALS - ELEVATOR APARTMENTS           ,2,572,49,D7,11-15 WEST 8TH STREET,10011,31,5,36,6950,30858,1920,2,D7,25001000,40.73265813,-73.99724884,38.374388827448726,5.042933922759426,3
7227,Queens,Ridgewood,03 THREE FAMILY DWELLINGS                  ,1,3482,59,C0,807 WOODWARD AVENUE,11385,3,0,3,1942,2967,1901,1,C0,1350000,40.70350552,-73.90320646,-1.8663804778518465,-0.6330316419445,1
1180,Bronx,Hunts Point,02 TWO FAMILY DWELLINGS                    ,1,2766,133,B1,632 FAILE STREET,10474,2,0,2,2067,2480,1915,1,B1,475000,40.813315100000004,-73.88613767,-3.050247685553241,-0.40952630923336697,1
1820,Bronx,Wakefield,02 TWO FAMILY DWELLINGS                    ,1,5040,17,B1,4374 CARPENTER AVE,10466,2,0,2,2500,2505,1920,1,B1,400000,40.89877643,-73.85744473,-2.9223821671114707,-0.059013610011906886,11
794,Bronx,Bathgate,03 THREE FAMILY DWELLINGS                  ,1,3050,28,C0,2265 BASSFORD AVENUE,10457,3,0,3,1250,2730,2003,1,C0,689399,40.85488388,-73.89261516,-2.2497651863843875,-1.388724623786168,0
4037,Brooklyn,Cypress Hills,03 THREE FAMILY DWELLINGS                  ,1,4148,63,C0,310 AUTUMN,11208,3,0,3,2000,2264,1920,1,C0,69286,40.6825949,-73.86994763,-2.2388355290335467,-1.1670986583662393,0
3600,Brooklyn,Carroll Gardens,07 RENTALS - WALKUP APARTMENTS             ,2A,356,15,C3,208 CARROLL STREET,11231,4,0,4,2000,4500,1900,2,C3,3900000,40.68131509,-73.99763881,-0.09953931327705498,0.12987183175282832,4
3208,Brooklyn,Bushwick,02 TWO FAMILY DWELLINGS                    ,1,3254,128,B1,74 STOCKHOLM STREET,11221,2,0,2,1885,2940,2004,1,B1,900000,40.69676314,-73.92543155,-2.989781782117053,-0.21785347138759445,1
2196,Brooklyn,Bedford Stuyvesant,02 TWO FAMILY DWELLINGS                    ,1,1617,70,B3,943 GREENE AVENUE,11221,2,0,2,2000,2400,1899,1,B3,590000,40.69089337,-73.92960485,-3.0820054156222487,-0.4701314339061483,8
5997,Brooklyn,Williamsburg-North,14 RENTALS - 4-10 UNIT                     ,2A,2334,20,S3,108 NORTH 6TH   STREET,11249,3,1,4,2500,6150,1920,2,S3,5686980,40.718375200000004,-73.96017824,-0.035548651500431135,2.193348077244417,3
2255,Brooklyn,Bedford Stuyvesant,02 TWO FAMILY DWELLINGS                    ,1,1667,39,B3,678 HALSEY STREET,11233,2,0,2,1406,2185,1899,1,B3,1400000,40.68443159,-73.92682676,-3.170471476868052,-0.7868900714582436,8
1076,Bronx,East Tremont,02 TWO FAMILY DWELLINGS                    ,1,3909,18,B2,1182 EAST TREMONT AVENUE,10460,2,0,2,1258,1304,1901,1,B2,215000,40.83981952,-73.87449337,-3.5870855777064734,-1.5300959433725545,5
4467,Brooklyn,Flatbush-Central,14 RENTALS - 4-10 UNIT                     ,2B,5213,18,S9,1222 ROGERS AVE,11226,6,4,10,2000,7400,1931,2,S9,1700000,40.63997420000001,-73.95135936,3.0444316512353087,-0.3523027749232452,6
4010,Brooklyn,Cypress Hills,02 TWO FAMILY DWELLINGS                    ,1,4141,122,B1,3234 FULTON STREET,11208,2,0,2,1900,3230,1910,1,B1,685000,40.68256617,-73.87583477,-2.9077752323674275,-0.26375990828136303,0
2832,Brooklyn,Boerum Hill,14 RENTALS - 4-10 UNIT                     ,2A,179,51,S4,479 ATLANTIC AVENUE,11217,4,1,5,1800,3200,1915,2,S4,2825000,40.68584443,-73.98198249,-0.4226024332476817,-0.6657413487058568,9
5523,Brooklyn,Park Slope,03 THREE FAMILY DWELLINGS                  ,1,1088,17,C0,494 7 STREET,11215,3,0,3,2000,3078,1940,1,C0,2550000,40.66761712,-73.97967242,-1.6531111609419402,-0.15687187564333938,9
5707,Brooklyn,Sheepshead Bay,02 TWO FAMILY DWELLINGS                    ,1,7443,73,B1,2519 EAST 27TH   STREET,11235,2,0,2,1992,2166,1955,1,B1,960000,40.59084151,-73.94295781,-3.1265811817124805,-0.3899252635945925,2
7437,Queens,Woodhaven,02 TWO FAMILY DWELLINGS                    ,1,8937,7,S2,96-14 JAMAICA AVENUE,11421,2,1,3,1948,3300,1931,1,S2,800000,40.69451276,-73.84894485,-2.646160795587896,-0.07430748069013503,7
5481,Brooklyn,Park Slope,02 TWO FAMILY DWELLINGS                    ,1,965,51,B3,371 1 STREET,11215,2,0,2,1950,4008,1901,1,B3,4875000,40.67314882,-73.98050053,-2.0238420296752433,1.2647184531314015,9
5037,Brooklyn,Kensington,02 TWO FAMILY DWELLINGS                    ,1,5338,1,B1,287 E 5TH ST,11218,2,0,2,2000,3288,1915,1,B1,1695000,40.64541856,-73.97584777,-2.7076875074936626,0.14518590766110342,0
2989,Brooklyn,Borough Park,03 THREE FAMILY DWELLINGS                  ,1,5637,23,C0,842 49TH STREET,11220,3,0,3,2000,3016,1965,1,C0,1340000,40.64097205,-74.00204661,-1.8806801068350343,-0.5171138113847726,11
2836,Brooklyn,Boerum Hill,14 RENTALS - 4-10 UNIT                     ,2B,384,47,S5,160 SMITH STREET,11201,6,1,7,1424,4136,1931,2,S5,2200000,40.68629654,-73.9908088,1.5328172699200044,-1.9005108690976718,3
4122,Brooklyn,Dyker Heights,22 STORE BUILDINGS                         ,4,6244,3,K4,7717 13TH   AVENUE,11228,1,2,3,2000,2775,1931,4,K4,1430000,40.61872178,-74.00901107,-3.4130930966434865,0.5917653327529706,11
3242,Brooklyn,Bushwick,02 TWO FAMILY DWELLINGS                    ,1,3365,108,B1,645 KNICKERBOCKER AVENUE,11221,2,0,2,1768,2000,1915,1,B1,950000,40.69547035,-73.9124173,-3.1918917668226485,-0.6631928286360753,1
4927,Brooklyn,Gravesend,03 THREE FAMILY DWELLINGS                  ,1,6915,78,C0,163 BAY 47 STREET,11214,3,0,3,2014,2310,1965,1,C0,1170000,40.58817684,-73.98771909999998,-2.081665339338385,-0.7721912443744234,2
6961,Queens,Maspeth,03 THREE FAMILY DWELLINGS                  ,1,2756,14,C0,59-73 FRESH POND ROAD,11378,3,0,3,1858,2635,1965,1,C0,1100000,40.71761552,-73.90194945,-2.0396486343902285,-0.8234053698216887,1
540,Manhattan,Murray Hill,07 RENTALS - WALKUP APARTMENTS             ,2,914,61,C7,497 3 AVENUE,10016,12,1,13,2027,8510,1930,2,C7,7200000,40.74539088,-73.97831586,9.405514066044644,-1.6685284173916417,9
607,Manhattan,Upper East Side (59-79),07 RENTALS - WALKUP APARTMENTS             ,2,1450,7,C7,309 EAST 75TH   STREET,10021,27,2,29,3831,15935,1910,2,C7,11657442,40.77050419,-73.95628003,27.24708310656279,-4.26266255096814,4
2623,Brooklyn,Bedford Stuyvesant,07 RENTALS - WALKUP APARTMENTS             ,2B,1912,39,C1,166 FRANKLIN AVENUE,11205,10,0,10,2633,5625,1905,2,C1,2900000,40.69371019,-73.95788564,6.028178552919853,-2.3968521560553384,3
3665,Brooklyn,Clinton Hill,07 RENTALS - WALKUP APARTMENTS             ,2B,1901,40,C1,186 CLINTON AVENUE,11205,8,0,8,3920,5625,1905,2,C1,2600000,40.69244313,-73.96872558,4.393670598818457,-0.3828353798750385,3
5898,Brooklyn,Williamsburg-Central,03 THREE FAMILY DWELLINGS                  ,1,2208,1,C0,15 HARRISON AVENUE,11211,3,0,3,1200,3200,1899,1,C0,1725000,40.70632192,-73.95400344,-1.9560884470335944,-1.0679307707939336,3
7385,Queens,Sunnyside,03 THREE FAMILY DWELLINGS                  ,1,2293,22,C0,50-35 43RD STREET,11377,3,0,3,2275,2902,1960,1,C0,1415000,40.73678578,-73.92276176,-1.8009239832879764,-0.3045433537695085,8
1909,Bronx,Williamsbridge,02 TWO FAMILY DWELLINGS                    ,1,4840,15,B1,765 EAST 226TH STREET,10466,2,0,2,2856,3771,1920,1,B1,405000,40.88780072,-73.85775407,-2.523608728990709,0.6235717311277571,11
7584,Staten Island,Grymes Hill,02 TWO FAMILY DWELLINGS                    ,1,616,14,B9,23 TESSA COURT,10304,2,0,2,1442,2280,2004,1,B9,2000,40.6212033,-74.08596868,-3.423762511602574,-1.0553013056037943,4
2307,Brooklyn,Bedford Stuyvesant,02 TWO FAMILY DWELLINGS                    ,1,1770,81,B2,33 PULASKI STREET,11206,2,0,2,1875,2139,1915,1,B2,900000,40.69225237,-73.95036326,-3.1359905193441837,-0.5463985987172847,9
1657,Bronx,Soundview,01 ONE FAMILY DWELLINGS                    ,1,3494,63,A1,433 BEACH AVENUE,10473,1,0,1,2500,2728,1935,1,A1,20000,40.8138059,-73.86218874,-3.928864414619522,0.4231952463983401,1
6088,Queens,Arverne,02 TWO FAMILY DWELLINGS                    ,1,16046,43,B9,637 BEACH 69TH STREET,11692,2,0,2,2675,2778,1940,1,B9,470000,40.59797226,-73.79872588,-2.8653010127054177,0.2025540932250165,0
4642,Brooklyn,Flatbush-Lefferts Garden,02 TWO FAMILY DWELLINGS                    ,1,5038,14,B1,136 RUTLAND ROAD,11225,2,0,2,2000,2916,1910,1,B1,1050000,40.65903254,-73.95604113,-2.895887387554654,-0.165812027450299,6
6007,Brooklyn,Williamsburg-South,03 THREE FAMILY DWELLINGS                  ,1,2405,18,C0,128 SOUTH 1ST   STREET,11249,3,0,3,2500,3500,1899,1,C0,3200000,40.7140365,-73.96217135,-1.277962515845286,0.5474215426105035,3
3064,Brooklyn,Borough Park,22 STORE BUILDINGS                         ,4,5641,42,K4,4914 13TH AVENUE,11219,1,3,4,2000,4201,1930,4,K4,1870000,40.63474547,-73.99246493,-2.7789239235089287,1.2324237619442182,11
1985,Brooklyn,Bath Beach,02 TWO FAMILY DWELLINGS                    ,1,6401,33,B9,44 RUTHERFORD PLACE,11214,2,0,2,1558,2365,1965,1,B9,995000,40.60560796,-74.00589907,-3.1960755941408947,-0.6701910252461077,11
1611,Bronx,Pelham Parkway South,02 TWO FAMILY DWELLINGS                    ,1,4293,55,B1,2071 MATTHEWS AVE,10462,2,0,2,2500,2706,1965,1,B1,630000,40.85298967,-73.86299733,-2.8690466103187933,0.10937112126175737,0
6294,Queens,Bellerose,03 THREE FAMILY DWELLINGS                  ,1,8004,227,C0,92-11 241ST   STREET,11426,3,0,3,2725,3166,1965,1,C0,845000,40.72622123,-73.72737228,-1.7163115168961238,-0.019467085736045508,7
5590,Brooklyn,Park Slope South,02 TWO FAMILY DWELLINGS                    ,1,1055,33,B3,14 JACKSON PL,11226,2,0,2,1567,1710,1901,1,B3,1480000,40.66266341,-73.98627725,-3.2271906610166976,-0.7711867109087558,3
3047,Brooklyn,Borough Park,07 RENTALS - WALKUP APARTMENTS             ,2A,6561,48,C3,2433 64TH STREET,11204,4,0,4,2583,3230,1926,2,C3,1450000,40.61126504,-73.97550849,-0.6597749778019746,-0.4851213741681862,2
3089,Brooklyn,Brighton Beach,03 THREE FAMILY DWELLINGS                  ,1,8714,734,C0,1119 OCEANVIEW AVENUE,11235,3,0,3,2717,3187,1940,1,C0,1450000,40.579316299999995,-73.95523204,-1.6206012182526588,0.1411915843923888,2
6558,Queens,Far Rockaway,03 THREE FAMILY DWELLINGS                  ,1,15533,24,C0,12-46 CENTRAL AVENUE,11691,3,0,3,9375,10000,2004,1,C0,350001,40.608559299999996,-73.74790924,1.654595409386316,7.475258959158754,2
1358,Bronx,Morris Park/Van Nest,14 RENTALS - 4-10 UNIT                     ,2B,4049,51,S9,1831 WHITE PLAINS ROAD,10462,6,4,10,3375,10938,1928,2,S9,7540000,40.84614141,-73.86647697,5.251334419361652,3.6185293944950097,5
3358,Brooklyn,Bushwick,03 THREE FAMILY DWELLINGS                  ,1,3401,30,C0,1246 BUSHWICK AVENUE,11207,3,0,3,1488,8911,1925,1,C0,700000,40.68736875,-73.91448494,-0.7078565961219431,0.6229865880313048,5
2201,Brooklyn,Bedford Stuyvesant,02 TWO FAMILY DWELLINGS                    ,1,1624,15,B3,544 LEXINGTON AVENUE,11221,2,0,2,1667,2001,1899,1,B3,1315000,40.68906659,-73.93851793,-3.1528749066806125,-0.6509843136987346,8
2793,Brooklyn,Boerum Hill,01 ONE FAMILY DWELLINGS                    ,1,391,16,A7,90 WYCKOFF STREET,11201,1,0,1,2500,6300,1931,1,A7,5375000,40.68580359,-73.99031099,-2.232638352798832,3.1122262426883456,8
5269,Brooklyn,Ocean Hill,03 THREE FAMILY DWELLINGS                  ,1,1468,25,C0,1565 EASTERN PARKWAY,11233,3,0,3,1600,2802,1920,1,C0,500000,40.67110421,-73.91618304,-2.1547795127137355,-1.2065513200848872,3
5600,Brooklyn,Park Slope South,03 THREE FAMILY DWELLINGS                  ,1,1049,14,C0,300 15TH STREET,11215,3,0,3,1675,2028,1899,1,C0,2125000,40.66410015,-73.98637547,-2.041244884319617,-0.9094607966457604,4
548,Manhattan,Murray Hill,21 OFFICE BUILDINGS                        ,4,860,65,O5,130 MADISON AVENUE,10016,0,6,6,2850,15300,1903,4,O5,14500000,40.74569518,-73.98449753,1.86035855421513,9.825746597265331,3
690,Manhattan,Upper West Side (59-79),07 RENTALS - WALKUP APARTMENTS             ,2B,1164,14,C7,243 WEST 72ND ST,10023,7,2,9,2043,6173,1900,2,C7,5550000,40.77931023,-73.98322993,3.9619239941795565,-0.22751388246816526,4
6476,Queens,Elmhurst,02 TWO FAMILY DWELLINGS                    ,1,2891,86,B1,84-14 54TH   AVENUE,11373,2,0,2,2984,3696,1930,1,B1,950000,40.73326198,-73.88042427,-2.4497724482806342,0.8773561763629789,1
906,Bronx,Bedford Park/Norwood,02 TWO FAMILY DWELLINGS                    ,1,3350,30,B2,3223 DECATUR AVENUE,10467,2,0,2,2500,3546,1915,1,B2,10,40.87446735,-73.87513836,-2.7419836795110006,0.13323854933812546,0
1322,Bronx,Morris Park/Van Nest,02 TWO FAMILY DWELLINGS                    ,1,4054,57,B2,1859 MATTHEWS AVENUE,10462,2,0,2,2500,2852,1901,1,B2,542500,40.8478141,-73.86234626,-2.816566057181938,0.0721716673969691,5
4633,Brooklyn,Flatbush-Lefferts Garden,02 TWO FAMILY DWELLINGS                    ,1,4819,57,B1,341 WINTHROP STREET,11225,2,0,2,2120,3240,1910,1,B1,440000,40.65721448,-73.94845579,-2.8848108574846765,-0.15051513121020582,0
6219,Queens,Astoria,07 RENTALS - WALKUP APARTMENTS             ,2A,843,14,C3,23-61 28TH   STREET,11105,4,0,4,2500,2982,1931,2,C3,1700000,40.77422563,-73.91611183,-0.6762961281793008,-0.5487272533226921,4
7148,Queens,Richmond Hill,02 TWO FAMILY DWELLINGS                    ,1,9513,30,S2,108-13 LIBERTY AVENUE,11419,2,1,3,1968,2800,1920,1,S2,900000,40.68400832,-73.83298397,-2.7395538834526367,-0.1896501010986256,2
992,Bronx,Bronxdale,03 THREE FAMILY DWELLINGS                  ,1,4544,6,C0,663 ADEE AVENUE,10467,3,0,3,2200,3340,1987,1,C0,565000,40.86970649,-73.86881303,-1.8476805239231464,-0.4641077144497962,11
6973,Queens,Middle Village,01 ONE FAMILY DWELLINGS                    ,1,2845,39,A5,60-20 76TH   STREET,11379,1,0,1,1800,1890,1955,1,A5,759000,40.7242533,-73.88413779,-4.23082064566308,-0.1761506687630903,1
3567,Brooklyn,Carroll Gardens,02 TWO FAMILY DWELLINGS                    ,1,360,51,B1,7A 2 PLACE,11231,2,0,2,1650,2880,1899,1,B1,2950000,40.68054879,-74.00079908,-2.6839101808926182,0.09336966926465436,8
